metric,mean,ci_lo,ci_hi,p_gt_zero,n_keys,n_tasks,task_sd,policy,contract,budget_bp,mechanism_family
delta_semantic_group_recall_full,0.7847333333333333,0.7233616666666666,0.8383349999999999,1.0,1500,20,0.13682821431970138,P6,semantic_group,1000,simple
delta_semantic_group_recall_any,0.7847333333333333,0.7225983333333333,0.8364350000000002,1.0,1500,20,0.13682821431970138,P6,semantic_group,1000,simple
delta_partial_group_violation_rate,0.0,0.0,0.0,0.0,1500,20,0.0,P6,semantic_group,1000,simple
delta_legacy_sdr,-0.004995024272622954,-0.042148252278427986,0.024890005424044598,0.4266,2000,20,0.0787033520257908,P6,semantic_group,1000,structured
delta_directional_repair,0.025015686274702475,0.0054378712585686825,0.04100936027330302,0.992,2000,20,0.04093310326672573,P6,semantic_group,1000,structured
delta_same_side_residual,-0.025015686274702475,-0.04124813600091658,-0.005916291957827657,0.0046,2000,20,0.04093310326672573,P6,semantic_group,1000,structured
delta_overcorrection,0.02937516940146482,0.01492888673221622,0.04957212351503721,1.0,2000,20,0.04073403372069454,P6,semantic_group,1000,structured
delta_introduced_distortion,0.0006355411458606101,0.00022278531070653716,0.0011464742042647802,1.0,2000,20,0.0011033872453713959,P6,semantic_group,1000,structured
delta_introduced_distortion_zero_opp,0.060699221568866674,0.02775823811847419,0.09740343375087795,1.0,22,13,0.06872505693495537,P6,semantic_group,1000,structured
delta_leak_recall,0.267675,0.21707437499999999,0.31602624999999995,1.0,2000,20,0.11528526118879386,P6,semantic_group,1000,structured
delta_deletion_precision,0.21441944444444444,0.18369091666666665,0.24649010416666667,1.0,2000,20,0.0727744324149652,P6,semantic_group,1000,structured
delta_legit_retention,0.015239895833333328,0.012504541666666667,0.01825933593750001,1.0,2000,20,0.006884507257903011,P6,semantic_group,1000,structured
delta_semantic_group_recall_full,0.267675,0.21777312499999998,0.31485062499999994,1.0,2000,20,0.11528526118879386,P6,semantic_group,1000,structured
delta_semantic_group_recall_any,0.267675,0.21894874999999997,0.31555,1.0,2000,20,0.11528526118879386,P6,semantic_group,1000,structured
delta_partial_group_violation_rate,0.0,0.0,0.0,0.0,2000,20,0.0,P6,semantic_group,1000,structured
delta_legacy_sdr,0.10517443364348415,0.06525790985151546,0.14068924897801183,1.0,2000,20,0.09074486543936765,P6,semantic_group,2000,boundary
delta_directional_repair,0.17018745509621275,0.1541560040208409,0.18589811310798793,1.0,2000,20,0.03690412167654023,P6,semantic_group,2000,boundary
delta_same_side_residual,-0.17018745509621275,-0.1857495219769431,-0.1539209538109143,0.0,2000,20,0.03690412167654023,P6,semantic_group,2000,boundary
delta_overcorrection,0.06501302145272857,0.041376500408121165,0.09335652059100882,1.0,2000,20,0.061550709300508356,P6,semantic_group,2000,boundary
delta_introduced_distortion,0.0,0.0,0.0,0.0,2000,20,0.0,P6,semantic_group,2000,boundary
delta_introduced_distortion_zero_opp,,,,,0,0,,P6,semantic_group,2000,boundary
delta_leak_recall,0.754875,0.74485,0.765275625,1.0,2000,20,0.02415676596950144,P6,semantic_group,2000,boundary
delta_deletion_precision,0.3223982034632035,0.30544122537878793,0.33883184388528137,1.0,2000,20,0.03973971118606787,P6,semantic_group,2000,boundary
delta_legit_retention,0.043833194219995694,0.03951942905960463,0.0485627960245637,1.0,2000,20,0.010507770349893463,P6,semantic_group,2000,boundary
delta_semantic_group_recall_full,0.754875,0.7445487500000001,0.76512625,1.0,2000,20,0.02415676596950144,P6,semantic_group,2000,boundary
delta_semantic_group_recall_any,0.754875,0.7444250000000001,0.765075625,1.0,2000,20,0.02415676596950144,P6,semantic_group,2000,boundary
delta_partial_group_violation_rate,0.0,0.0,0.0,0.0,2000,20,0.0,P6,semantic_group,2000,boundary
delta_legacy_sdr,0.021252930542657828,-0.021640497213385654,0.0603230964317393,0.84,1500,20,0.09619530376747605,P6,semantic_group,2000,simple
delta_directional_repair,0.08646092574030473,0.07138950815727658,0.10026530716693606,1.0,1500,20,0.03409318431244995,P6,semantic_group,2000,simple
delta_same_side_residual,-0.08646092574030473,-0.09998496162906573,-0.07204522477082424,0.0,1500,20,0.03409318431244995,P6,semantic_group,2000,simple
delta_overcorrection,0.0648042551635693,0.038573057032725074,0.09471262462456333,1.0,1500,20,0.06510619212571013,P6,semantic_group,2000,simple
delta_introduced_distortion,0.0004037400340775943,2.866714318449839e-05,0.001078752854108119,0.9982,1500,20,0.0014207812308391402,P6,semantic_group,2000,simple
delta_introduced_distortion_zero_opp,0.060452782315118685,0.015080145764398591,0.13391373966265585,1.0,8,6,0.08923028700926133,P6,semantic_group,2000,simple
delta_leak_recall,0.7915666666666666,0.7792333333333333,0.8034675,1.0,1500,20,0.028186741522581493,P6,semantic_group,2000,simple
delta_deletion_precision,0.22087333333333334,0.20088304166666668,0.24010354166666664,1.0,1500,20,0.04652074588042365,P6,semantic_group,2000,simple
delta_legit_retention,0.04680333333333334,0.041785864583333346,0.05187137500000002,1.0,1500,20,0.011792524993041193,P6,semantic_group,2000,simple
delta_semantic_group_recall_full,0.7915666666666666,0.779365,0.8033008333333335,1.0,1500,20,0.028186741522581493,P6,semantic_group,2000,simple
delta_semantic_group_recall_any,0.7915666666666666,0.779065,0.8032333333333332,1.0,1500,20,0.028186741522581493,P6,semantic_group,2000,simple
delta_partial_group_violation_rate,0.0,0.0,0.0,0.0,1500,20,0.0,P6,semantic_group,2000,simple
delta_legacy_sdr,-0.03415934210091082,-0.07536400355049333,0.0011016547454526717,0.0294,2000,20,0.0903452779808158,P6,semantic_group,2000,structured
delta_directional_repair,0.014966864079175874,-0.002988256065678351,0.031026265418727442,0.951,2000,20,0.04019454083141738,P6,semantic_group,2000,structured
delta_same_side_residual,-0.014966864079175874,-0.030974745852994322,0.0032169518727596822,0.0512,2000,20,0.04019454083141738,P6,semantic_group,2000,structured
delta_overcorrection,0.048290455855786465,0.028342621100430603,0.072795543650739,1.0,2000,20,0.052271742811642305,P6,semantic_group,2000,structured
delta_introduced_distortion,0.0008357503243002353,0.00037904595166213164,0.0013669652326935232,1.0,2000,20,0.0011961234744820768,P6,semantic_group,2000,structured
delta_introduced_distortion_zero_opp,0.08033427107695477,0.04371781397810141,0.12478750472514193,1.0,22,13,0.07719737678249503,P6,semantic_group,2000,structured
delta_leak_recall,0.25549999999999995,0.21787374999999995,0.29069999999999996,1.0,2000,20,0.08762735093324998,P6,semantic_group,2000,structured
delta_deletion_precision,0.1625840151515152,0.15148817045454546,0.17321002746212122,1.0,2000,20,0.02555073108761175,P6,semantic_group,2000,structured
delta_legit_retention,0.014604062500000004,0.012298460937500005,0.017024203125000005,1.0,2000,20,0.005549529175137121,P6,semantic_group,2000,structured
delta_semantic_group_recall_full,0.25549999999999995,0.21691624999999998,0.292125,1.0,2000,20,0.08762735093324998,P6,semantic_group,2000,structured
delta_semantic_group_recall_any,0.25549999999999995,0.21627375,0.28905125,1.0,2000,20,0.08762735093324998,P6,semantic_group,2000,structured
delta_partial_group_violation_rate,0.0,0.0,0.0,0.0,2000,20,0.0,P6,semantic_group,2000,structured
